ID,Location,Output,Model,COP,FlowT,OutsideT,Days,installer_name,installer_url,installer_logo,heatgeek,ultimaterenewables,heatingacademy,betateach,youtube,url,share,hp_type,refrigerant,dhw_method,cylinder_volume,dhw_coil_hex_area,new_radiators,old_radiators,fan_coil_radiators,UFH,hydraulic_separation,flow_temp,design_temp,flow_temp_typical,wc_curve,freeze,zone_number,space_heat_control_type,dhw_control_type,dhw_target_temperature,legionella_frequency,legionella_target_temperature,property,floor_area,heat_demand,water_heat_demand,EPC_spaceheat_demand,EPC_waterheat_demand,heat_loss,age,insulation,kwh_m2,electricity_tariff,electricity_tariff_type,electricity_tariff_unit_rate_all,solar_pv_generation,solar_pv_self_consumption,solar_pv_divert,battery_storage_capacity,mid_metering,electric_meter,heat_meter,metering_inc_boost,metering_inc_central_heating_pumps,metering_inc_brine_pumps,metering_inc_controls,indoor_temperature,notes,timestamp,combined_elec_kwh,combined_heat_kwh,combined_cop,combined_data_length,combined_elec_mean,combined_heat_mean,combined_flowT_mean,combined_returnT_mean,combined_outsideT_mean,combined_roomT_mean,combined_prc_carnot,combined_cooling_kwh,running_elec_kwh,running_heat_kwh,running_cop,running_data_length,running_elec_mean,running_heat_mean,running_flowT_mean,running_returnT_mean,running_outsideT_mean,running_roomT_mean,running_prc_carnot,space_elec_kwh,space_heat_kwh,space_cop,space_data_length,space_elec_mean,space_heat_mean,space_flowT_mean,space_returnT_mean,space_outsideT_mean,space_roomT_mean,space_prc_carnot,water_elec_kwh,water_heat_kwh,water_cop,water_data_length,water_elec_mean,water_heat_mean,water_flowT_mean,water_returnT_mean,water_outsideT_mean,water_roomT_mean,water_prc_carnot,from_energy_feeds_elec_kwh,from_energy_feeds_heat_kwh,from_energy_feeds_cop,quality_elec,quality_heat,quality_flowT,quality_returnT,quality_outsideT,quality_roomT
304,Poulton,7 kW,Vaillant Arotherm+,3.71,44.8,17.4,48,James Law (self install),https://www.britishgas.co.uk/,britishgas.png,1,0,1,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=2a112cc51a63f4dc5d5da33798dbd175,1,Air Source,R290,Cylinder with coil,200,0,1,1,0,0,None,40,-3,40,0.55,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 3-6C,45,Weekly,60,Detached,130,11000,3000,0,0,6.8,1983 to 2011,Some insulation in walls and loft,N/A,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,1,1,,False,99.1704,367.46,3.705339496462654,4174840,85.5128,316.869,24.5861,25.8622,16.481,22.048,52.1076,13.248,92.3568,333.801,3.6142547164908265,201030,1653.91,5977.65,44.784099999999995,40.695,17.3513,21.8836,40.5286,5.1656,24.8451,4.8097220071240505,19840,937.2889999999999,4508.2,35.4779,31.6215,16.9978,22.1578,41.952,87.1913,308.956,3.543426924475263,181190,1732.3800000000003,6138.55,45.8031,41.6888,17.3902,21.8538,40.3935,99.7567,354,3.5486338260988988,96.6411,97.0561,97.0561,97.0561,98.7498,96.9553
305,"Drumclog, South Lanarkshire",12 kW,	Vaillant Arotherm+,2.25,36.2,13.8,49,,,N/A,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=2fc8b1d19bf745a78e4baecef2bfa615,1,Air Source,R290,Cylinder with plate heat exchanger,210,3,1,0,0,0,None,45,-5,35,0.25,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 3-6C,48,Other,55,Detached,180,22841,30660,0,0,11.1,1983 to 2011,"Fully insulated walls, floors and loft",N/A,Octopus ,On peak & Off peak,15,10000,50,0,27,1,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),1,1,0,1,1,,False,246.279,553.408,2.2470775015328144,4192260,211.482,475.226,23.6463,23.2386,14.8058,22.6954,22.8336,8.485,209.316,555.062,2.6517896386324984,453690,1660.9,4404.38,36.2053,32.427,13.7741,22.4001,27.3654,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,246.404,595,2.4147335270531323,99.024,99.0233,99.0233,99.0233,100,98.4341
306,Creswell,7 kW,Vaillant Arotherm+,3.31,46.8,13.8,47,Wright Renewable Heating,https://www.wrightrenewableheating.co.uk,wrightrenewableheating.png,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=b85174076666f2fc5314ba4e359ad485,1,Air Source,R290,Cylinder with coil,300,0,1,1,0,0,None,45,0,0,0,Central heat pump water circulation,0,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,54,Weekly,65,Semi-detached,231,0,0,15598,2297,0,1900 to 1939,"Fully insulated walls, floors and loft",N/A,Intelligent Octopus Go,,0,0,0,0,8,1,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),1,1,0,1,1,,False,93.9084,310.545,3.306892674137777,4026980,83.9495,277.619,24.8911,24.1997,17.2496,0,38.4416,2.582,86.9086,298.544,3.4351491106748924,178080,1756.91,6035.27,46.8159,42.7659,13.784799999999999,0,43.7541,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93.993,329,3.500260657708553,99.1682,99.1669,99.1669,99.1669,99.2009,0
307,Great Haseley,10 kW,Viessmann Vitocal 151A,4.74,44.2,15.2,45,Harveys & JMR,https://lharveyandson.com/,lharveyandson.png,0,0,1,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=1dc3ff8694e4545623225b5b502d35cc,1,Air Source,R290,Cylinder with coil,190,0,1,0,0,1,None,40,-3,27,0,Central heat pump water circulation,0,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50,Disabled,0,Detached,212,0,0,0,0,0,2012 or newer,"Fully insulated walls, floors and loft",N/A,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),1,1,0,1,1,,False,283.965,1346.91,4.743225397496171,3845270,265.851,1260.99,32.7562,31.6752,17.7336,23.6212,52.1954,19.264,248.257,1301.71,5.243396963630431,768990,1162.21,6093.91,44.2457,39.8681,15.1693,23.3285,62.4199,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,283.827,1368,4.819837436184718,98.9007,98.902,98.902,98.902,100,98.909
308,"Hitchin, Hertfordshire",5 kW,Vaillant Arotherm+,4.63,33.1,12.3,131,Libtek,https://www.libtek.co.uk/,libtek.png,1,0,1,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=d4feb5911eb6d42664732bd71b806369,1,Air Source,R290,Cylinder with coil,250,6,1,0,0,1,None,40,-2,20,0.6,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,48,Disabled,0,Detached,170,15400,4511,10781,2834,6,1940 to 1982,Some insulation in walls and loft,N/A,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,1,1,,False,403.928,1868.87,4.626740409181834,11303700,128.611,595.194,26.2887,24.9369,14.9079,19.0951,37.9049,29.839,385.087,1828.41,4.748043948510337,2018970,686.5319999999999,3260.2,33.0957,29.7531,12.3146,16.5108,45.8218,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,421.351,1979,4.696796732415492,95.6962,94.1231,94.1231,94.1231,100,69.8333
309,"Ware, Hertfordshire",8 kW,Nibe S1156,4.63,26.1,16.4,43,Libtek x West Hamptead Heating,https://www.libtek.co.uk/,libtek.png,1,0,1,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=5f223d3d376b38325da7c96f2347738e,1,Ground Source,R290,Cylinder with coil,300,0,0,0,0,1,Buffer,35,-3,20,0,Glycol/water mixture,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 3-6C,48,Disabled,0,Detached,244,16701,4000,0,0,7.15,2012 or newer,"Fully insulated walls, floors and loft",N/A,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),1,1,1,1,1,,False,171.796,795.644,4.6313301823092505,3712630,166.583,771.515,28.704,28.5382,17.6912,25.2687,0,15.412,156.044,777.178,4.980505498449155,762150,737.0719999999999,3670.99,26.0674,39.0688,16.4379,25.220599999999997,0,3.3734,29.6247,8.781852137309539,41570,292.147,2565.51,25.6853,23.7849,11.5313,24.1752,64.2484,152.671,747.554,4.896502937689542,720580,762.747,3734.76,26.0895,39.9506,16.721,25.2811,0,173.807,795.827,4.578797171575369,93.414,93.4137,93.4137,93.4137,98.913,93.3289
311,"Saxilby, Lincolnshire UK",12 kW,Midea,8.25,42.0,16.0,44,UK Alternative Energy,https://ukalternativeenergy.co.uk/,ukalternativeenergy.png,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=2df1ee8f8ee1ee5656223d72f69dd284,1,Air Source,R32,Cylinder with coil,200,0,1,0,0,0,Low loss header,50,-2.95,36,45,Glycol/water mixture,0,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,55,Weekly,65,Detached,171,0,0,20430,2988,0,1940 to 1982,Some insulation in walls and loft,N/A,Intelligent Octopus Go,On peak & Off peak,0,6000,0,1,13,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,0,1,Model:  MHC-V12W/D2N8-B,False,56.3325,464.892,8.252642790573825,3779880,53.6518,442.764,28.9785,27.4034,17.3801,23.8369,81.9925,8.434,43.4016,148.007,3.4101738184767383,87070,1794.48,6119.52,42.0149,38.8126,15.9519,23.2972,37.8146,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.691,163,2.8752359281014623,97.2207,97.2189,97.2189,97.2189,98.6106,97.2585
312,Ipswich,10 kW,Viessmann Vitocal 151A,3.63,48.0,17.6,40,Sun-Lite Group Ltd,https://sun-lite.co.uk,sun-lite.jpg,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=07d7d1af44d5350017ff77c067e52b26,1,Air Source,R290,Cylinder with coil,190,0,0,1,0,1,None,35,-2,25,0,Central heat pump water circulation,0,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,52,Disabled,0,Detached,0,20024,1162,0,0,10.83,1940 to 1982,"Cavity wall, plus some loft insulation",N/A,Ovo Heat Pump Plus,Single fixed rate,15,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),1,1,0,1,1,,False,66.2438,240.753,3.6343476672533885,3493570,68.261,248.071,30.615,30.5963,18.6544,23.5348,40.3698,5.398,58.3911,241.076,4.128642892495603,185810,1131.31,4670.76,47.9788,43.8993,17.5555,23.200100000000003,50.2844,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.335,246,3.7084495364438084,66.2866,66.2913,66.2913,66.2913,76.0246,66.2716
313,York,8 kW,Viessmann Vitocal 150A,3.30,40.8,17.7,35,Arran Woodford,https://www.woodford-plumbing.co.uk/,woodford-plumbing.png,1,0,1,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=44a2724a29cab572363a24d435bad884,1,Air Source,R290,Cylinder with coil,300,3.1,1,1,0,1,None,40,-3,0,0.9,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,45,Disabled,0,Semi-detached,84,0,0,0,0,0,1900 to 1939,"Cavity wall, plus some loft insulation",N/A,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),1,1,0,0,1,,False,49.6093,163.702,3.2998248312312413,3005350,59.41770000000001,195.70399999999998,24.7238,25.2029,16.8388,21.9478,30.6645,2.136,33.2265,153.752,4.627390787473853,143480,833.663,3857.73,40.7857,37.1714,17.6748,21.7283,46.4535,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.7619,191,3.3649331681990913,65.6305,65.7072,65.7072,65.7072,99.1352,65.7063
314,"Derrygonnelly, NI",8 kW,Viessmann Vitocal 150A,3.33,41.7,14.2,41,Ecoerne ,https://ecoerne.com,ecoerne.png,1,0,1,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=4fd57ac2f4073ca518d2956300cacc9d,1,Air Source,R290,Cylinder with coil,300,3,0,0,0,1,None,35,-1.64,27,0,Central heat pump water circulation,0,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,55,Disabled,0,Detached,300,13577,5895,0,0,6.77,2012 or newer,"Fully insulated walls, floors and loft",N/A,Economy 7,On peak & Off peak,26,3600,0,1,10,1,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),1,1,0,1,1,,False,71.2308,236.947,3.3264683254996434,3540510,72.423,240.93,24.2441,23.3546,14.3821,16.806,23.9605,2.518,54.8995,236.966,4.316359893988105,234680,842.156,3635.07,41.7283,37.8942,14.1978,17.0549,48.1348,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.0111,271,3.429897824482889,62.0882,62.0887,62.0887,62.0887,99.053,48.3146
315,"Chatham, Kent",7 kW,	Vaillant Arotherm+,3.71,41.5,13.5,34, EPC Improvements,https://epc-improvements.co.uk,epc-improvements.png,1,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=923f20d99bda49a592c110e099677a22,1,Air Source,R290,Cylinder with coil,300,6,1,1,0,0,None,50,-2,0,0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,45,Disabled,0,Detached,133,0,0,0,0,0,1983 to 2011,"Cavity wall, plus some loft insulation",N/A,Intelligent OCtopus Go,On peak & Off peak,0,0,0,0,40,1,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),1,1,0,1,1,,False,92.7062,343.909,3.7096655887092775,2956470,112.617,421.537,30.464299999999998,26.1894,13.5424,21.3938,46.880100000000006,4.506,83.3665,322.198,3.864837794557766,188860,1589.12,6141.64,41.5378,37.5216,13.4986,19.6601,44.299,2.8217,13.2417,4.692809299358543,13100,775.404,3638.93,32.5664,29.8648,8.1436,20.6379,50.4435,80.5449,308.956,3.8358232488959576,175760,1649.7600000000002,6328.179999999999,42.2064,38.0925,13.898,19.5859,43.9635,96.3041,377,3.9146827601317074,51.1378,52.1571,52.1571,52.1571,81.9441,49.066
319,"Clunbury, Shropshire",16 kW,Viessmann Vitocal 150A,5.12,33.0,14.1,38,Josh Stead,https://www.instagram.com/jtsteadheating/?hl=en-gb,instagram.png,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=bdc9814442e5d38fd02b57cf8796b2f1,1,Air Source,R290,Cylinder with coil,250,2.96,1,0,1,0,None,40,-4,0,0.6,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,45,Weekly,0,Detached,180,24,2,0,0,12,Pre-1900,Solid walls,N/A,Octopus Cosy,,18.9,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),1,1,0,1,1,17th century built grade 2 listed property. Works included of full system re-pipe and 22 radiators,False,194.743,996.381,5.116389292554803,3306040,212.067,1084.98,26.3477,25.608000000000004,16.3718,21.1681,37.7345,11.539,152.856,858.993,5.61962238970011,642280,856.7660000000001,4814.69,32.9761,29.368299999999998,14.0924,21.1933,49.6629,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,194.967,1084,5.559915267711971,62.7284,62.7291,62.7291,62.7291,99.112,62.6366
320,"York, North Yorkshire",8 kW,Samsung Gen 7,2.58,47.6,16.6,40,Tyas Heat,https://tyasheat.co.uk/,tyasheat.png,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=d064cb4059cca5af6b311e120c4557d3,1,Air Source,R290,Cylinder with coil,273,2.8,1,1,0,1,None,40,-3,35,0,Anti-freeze valves,7,Custom controller,Twice daily scheduled heat up of tank,50,Flexible,55,Mid-terrace,113,0,0,0,0,6.5,1900 to 1939,Solid walls,N/A,Octopus Agile,Variable half hourly,15.7,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,1,0,Custom controls optimising for cost per kWh heat.,False,89.3219,230.471,2.5802294845944838,3423860,93.9133,242.32299999999998,25.2653,24.7838,16.7518,0,126.917,9.219,70.8228,229.424,3.2394087779641585,126340,2018.07,6537.33,47.6264,43.1591,16.5738,0,41.4838,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.6649,244,2.7212432066505396,96.6561,96.6536,96.6536,96.6536,100,0
321,Dereham Norfolk,7 kW,Vaillant Arotherm+,4.95,40.7,21.2,38,"JJ Services Ltd, Norwich",http://jjservicesltd.co.uk,jjservicesltd.png,1,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=15211b897c03ce8a2cae8f10d53f5a6d,1,Air Source,R290,Cylinder with coil,200,0,1,0,0,0,None,40,-3,35,0.4,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,45,Disabled,60,Detached,135,0,0,0,0,8,1983 to 2011,Some insulation in walls and loft,N/A,Octopus Inteligent Go,On peak & Off peak,10,5000,90,0,19,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,1,1,,False,62.0528,307.224,4.951009462909006,3282400,68.0584,336.944,28.681,25.22,18.3187,22.444500000000005,39.8432,1.138,57.263,296.428,5.176606185494997,135760,1518.46,7860.49,40.6743,35.4158,21.2463,22.7898,45.1415,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.1259,303,4.877192925977732,99.9766,99.9754,99.9754,99.9754,100,99.9837
322,"Heathfield, East-Sussex",4 kW,Viessmann Vitocal 151A,3.06,54.5,19.0,16,Oakfield Heating,https://www.oakfieldheating.co.uk,oakfieldheating.png,1,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=fa3dbb264fc412a4710d21c57ee26996,1,Air Source,R290,Cylinder with coil,190,0,0,0,0,1,None,35,-3.73,0,0,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,55,Disabled,0,Bungalow,128.86,8713,5374,0,0,3.318,2012 or newer,"Fully insulated walls, floors and loft",N/A,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),1,1,0,1,1,New self built property with Viessmann Vitoair FS MVHR unit,False,53.0014,162.294,3.062070058526756,1377680,138.492,424.08,32.6107,34.2771,18.4859,22.2265,62.7914,5.413,46.7076,161.55,3.458751894766591,119450,1407.67,4868.8,54.4928,50.6101,18.9905,22.3394,46.3441,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,143.759,450,3.1302388024401955,26.1401,26.1401,26.1401,26.1401,98.8388,26.1407
324,Northamptonshire,9 kW,Daikin Altherma 3,1.72,39.4,14.7,33,Octopus Energy Services,https://octopus.energy/get-a-heat-pump/,octopus.png,0,0,0,N/A,N/A,https://emoncms.org/app/view?name=DaikinAltherma&readkey=c4bd01fbb69f2750e3c30bcf935e1163,1,Air Source,R32,Cylinder with coil,180,0,1,0,0,0,None,50,-8,0,0,Anti-freeze valves,1,Weather compensation with simple set point control,Daily scheduled heat up of tank,42,Disabled,0,Detached,120,12082,2812,12082,2818,8.2,1940 to 1982,Some insulation in walls and loft,N/A,Intelligent Octopus Go,On peak & Off peak,8,3981,27,0,9,0,Other electricity meter,Heat pump integration,1,1,0,1,1," EDLA09DA3V3 | Shelly Pro EM 50a electricity monitoring (heat pump and all ancillary equipment - immersion, backup heater, pump, MMI, thermostat etc.) ESPAltherma used for heat pump sensor data.",False,51.5441,88.6676,1.7202279213333824,2864160,64.7872,112.155,26.3309,22.3837,17.7773,23.0249,12.988900000000001,2.279,38.7218,88.007,2.2728024007148426,79830,1746.1900000000003,3968.7700000000004,39.4108,37.5347,14.6781,22.9062,30.801000000000002,6.086,15.6864,2.5774564574433123,24660,888.459,2289.99,31.533800000000003,29.7774,15.943,22.682,27.6457,32.636,72.3206,2.215976222576296,55170,2129.58,4719.13,42.93410000000001,41.0029,14.1122,23.0064,32.5349,51.6044,89.6137,1.7365515343652866,97.5061,97.6654,97.7706,97.7145,97.6756,97.7155
325,Newcastle,4 kW,Daikin Altherma 3,4.30,35.5,15.6,32,Octopus Energy Services,https://octopus.energy/get-a-heat-pump,octopus.png,0,0,0,,https://youtube.com/@kindns?si=EV4xzU35N7_AT7Nk,https://emoncms.org/app/view?name=sudburyway&readkey=81388fcfc67c09ab02481cf7450042b0,1,Air Source,R32,Cylinder with coil,180,0,1,0,0,0,Don't know,50,-3.4,0,0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,43,Disabled,55,Semi-detached,71,7341,1837,7,1,4208,1940 to 1982,"Cavity wall, plus some loft insulation",N/A,Octopus Agile,Variable half hourly,0,0,0,0,0,0,Other electricity meter,Heat pump integration,1,0,0,1,1,,False,57.901,248.81,4.297162397886047,2777520,75.0506,322.488,22.7865,20.5169,16.5433,22.099,30.831599999999998,0.072,50.3873,241.889,4.800594594272763,213840,848.2789999999999,4072.2,35.5207,31.4711,15.584399999999999,21.8057,46.5658,18.2524,108.642,5.952203545835068,148860,441.422,2627.38,32.5694,28.666099999999997,15.4072,21.6003,47.7813,32.1349,133.248,4.146519827352815,64980,1780.32,7382.13,42.2792,37.8992,15.9923,22.2745,44.7783,57.8957,247.177,4.269349882633771,97.4158,97.4158,97.4158,97.4158,97.4158,97.4158
326,South Devon,8 kW,Riello NXHM,4.56,31.3,21.9,32,Saint Mary Energy,,N/A,1,0,0,,,https://emoncms.org/app/view?name=MyHeatpumpPositiveCooling&readkey=e3e613bc58e0412e275d838c62206aa0,1,Air Source,R32,Cylinder with plate heat exchanger,250,0.5,1,0,0,1,Buffer,35,-1.2,35,0,Anti-freeze valves,1,Custom controller,Daily scheduled heat up of tank,47,Disabled,0,Detached,190,0,0,0,0,4.5,1940 to 1982,"Fully insulated walls, floors and loft",N/A,,On peak & Off peak,8,5000,60,0,19,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,0,1, ASHP is used for cooling in summer months - Uses an NRG Zone 4 ,False,58.572,266.981,4.5581677251929245,2735120,77.0892,351.402,24.566300000000002,23.4127,18.8295,23.4062,25.7754,0,49.605,257.17,5.1843564156839035,204120,874.8599999999999,4535.64,31.2803,30.4713,21.9013,23.8127,26.8245,19.3396,122.933,6.356543051562597,101520,685.7979999999999,4359.32,19.7098,21.5634,22.208,24.1014,30.9449,30.265,134.237,4.435387411201057,102600,1061.92,4710.08,42.7284,39.287,21.5999,23.5243,40.8763,58.6679,266.986,4.55080205700221,98.9272,98.9262,98.9262,98.9262,98.9388,98.8987
328,Wirral ,13 kW,Viessmann Vitocal 150A,2.28,50.7,16.4,54,Team ERE ,https://www.ecorenewableenergy.co.uk/,N/A,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=617fb0511bae4d67c86331773fdbf6d4,1,Air Source,R290,Cylinder with coil,300,3.1,1,1,0,1,None,45,-3.4,0,0,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,45,Weekly,65,Detached,202,25,3,23,2,10.7,1940 to 1982,"Fully insulated walls, floors and loft",N/A,Octopus ,On peak & Off peak,17,3000,50,0,10,1,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),1,1,0,1,1,,False,103.527,235.973,2.279337757300028,4698920,79.31,180.778,24.9055,25.0262,16.7793,21.6502,27.264,22.909,82.187,233.679,2.8432598829498583,178310,1659.3300000000002,4717.87,50.7184,46.0753,16.3608,21.6078,43.5666,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,103.692,258,2.4881379469968756,87.7187,87.7196,87.7196,87.7196,99.1936,85.727
329,Rednal,16 kW,Viessmann Vitocal 150A,4.71,30.9,14.3,26,NMB Heat Pumps,https://nmbheatpumps.co.uk,nmbheatpumps.png,1,0,1,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=1f88c69f381356527ccd09f58f46c51e,1,Air Source,R290,Cylinder with coil,250,6,0,1,0,1,None,35,-5.12,26,0.4,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,50,Weekly,60,Detached,304,28397,4386,0,0,12,2012 or newer,"Fully insulated walls, floors and loft",N/A,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),1,1,0,1,1,,False,158.687,746.949,4.707058549219532,2203460,259.257,1220.34,25.1544,24.4745,16.2068,18.5817,70.9166,33.838,128.609,747.537,5.812478131390494,561380,824.742,4793.76,30.8946,28.0108,14.2644,18.7931,47.6378,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,158.819,782,4.92384412444355,98.0885,98.0902,98.0902,98.0902,100,84.7975
330,Horley,5 kW,Vaillant Arotherm+,4.16,45.2,18.7,5,Apex Heating & Renewables,https://apexheatingandrenewables.com,apexheatingandrenewables.jpg,1,0,1,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=0c6daf5fab3613463ed048de25650a72,1,Air Source,R290,Cylinder with coil,200,6,1,0,0,0,None,45,-3,32,0.4,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,48,Weekly,60,Detached,135,16069,2979,21069,2979,6.1,1940 to 1982,"Fully insulated walls, floors and loft",N/A,octopus ,On peak & Off peak,20,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,1,1,Newark HG Cylinder,False,12.5352,52.1629,4.161313740506733,453430,99.5235,414.142,29.3325,26.6775,19.3845,23.2058,43.3053,0.958,11.8575,45.9622,3.8762133670672574,25790,1655.17,6415.78,45.1675,39.8715,18.689,22.9317,40.8611,0.6815,3.2756,4.8064563462949375,2200,1115.2,5360.1,33.51,29.39,18.76,21.7,39.471,11.176,42.6866,3.819488188976378,23590,1705.5300000000002,6514.24,46.255399999999995,40.8492,18.6815,23.0469,40.9818,12.559,50,3.9812086949597902,87.4672,87.4672,87.4672,87.4672,93.0555,86.5528
